"THREAD#","SEQUENCE#","FIRST_CHANGE#","FIRST_TIME","NEXT_TIME"
1,10925,3926734983808,2024-12-23 12:20:31.000,2024-12-23 12:21:00.000
1,10926,3926734983917,2024-12-23 12:21:00.000,2024-12-23 14:43:09.000
1,10927,3926735004538,2024-12-23 14:43:09.000,2024-12-23 18:15:20.000
1,10928,3926735036241,2024-12-23 18:15:20.000,2024-12-23 18:43:08.000
1,10929,3926735041480,2024-12-23 18:43:08.000,2024-12-23 22:00:22.000
1,10930,3926735075044,2024-12-23 22:00:22.000,2024-12-23 22:00:57.000
1,10931,3926735078696,2024-12-23 22:00:57.000,2024-12-23 22:43:09.000
1,10932,3926735090145,2024-12-23 22:43:09.000,2024-12-24 00:43:16.000
1,10933,3926735108092,2024-12-24 00:43:16.000,2024-12-24 00:44:41.000
1,10934,3926735108386,2024-12-24 00:44:41.000,2024-12-24 02:43:12.000
1,10935,3926735126478,2024-12-24 02:43:12.000,2024-12-24 06:43:09.000
1,10936,3926735162042,2024-12-24 06:43:09.000,2024-12-24 10:43:11.000
1,10937,3926735196997,2024-12-24 10:43:11.000,2024-12-24 14:43:13.000
1,10938,3926735231685,2024-12-24 14:43:13.000,2024-12-24 16:46:21.000
1,10939,3926735249674,2024-12-24 16:46:21.000,2024-12-24 18:16:26.000
1,10940,3926735263724,2024-12-24 18:16:26.000,2024-12-24 18:43:10.000
1,10941,3926735268676,2024-12-24 18:43:10.000,2024-12-24 21:44:32.000
1,10942,3926735295544,2024-12-24 21:44:32.000,2024-12-24 22:00:39.000
1,10943,3926735304762,2024-12-24 22:00:39.000,2024-12-24 22:01:07.000
1,10944,3926735310382,2024-12-24 22:01:07.000,2024-12-24 22:43:12.000
1,10945,3926735317086,2024-12-24 22:43:12.000,2024-12-25 00:43:10.000
1,10946,3926735334924,2024-12-25 00:43:10.000,2024-12-25 00:44:24.000
1,10947,3926735335189,2024-12-25 00:44:24.000,2024-12-25 02:43:09.000
1,10948,3926735353292,2024-12-25 02:43:09.000,2024-12-25 06:43:08.000
1,10949,3926735388706,2024-12-25 06:43:08.000,2024-12-25 10:43:08.000
1,10950,3926735423572,2024-12-25 10:43:08.000,2024-12-25 14:43:11.000
1,10951,3926735458137,2024-12-25 14:43:11.000,2024-12-25 16:52:16.000
1,10952,3926735477018,2024-12-25 16:52:16.000,2024-12-25 18:43:09.000
1,10953,3926735493002,2024-12-25 18:43:09.000,2024-12-25 21:44:37.000
1,10954,3926735519633,2024-12-25 21:44:37.000,2024-12-25 22:00:47.000
1,10955,3926735528978,2024-12-25 22:00:47.000,2024-12-25 22:17:41.000
1,10956,3926735535826,2024-12-25 22:17:41.000,2024-12-25 22:17:43.000
1,10957,3926735536537,2024-12-25 22:17:43.000,2024-12-25 22:43:10.000
1,10958,3926735541291,2024-12-25 22:43:10.000,2024-12-26 00:43:13.000
1,10959,3926735559299,2024-12-26 00:43:13.000,2024-12-26 00:44:20.000
1,10960,3926735559539,2024-12-26 00:44:20.000,2024-12-26 02:43:10.000
1,10961,3926735577544,2024-12-26 02:43:10.000,2024-12-26 06:43:11.000
1,10962,3926735613164,2024-12-26 06:43:11.000,2024-12-26 10:43:11.000
1,10963,3926735648228,2024-12-26 10:43:11.000,2024-12-26 14:43:08.000
1,10964,3926735683048,2024-12-26 14:43:08.000,2024-12-26 18:43:10.000
1,10965,3926735718160,2024-12-26 18:43:10.000,2024-12-26 22:00:23.000
1,10966,3926735752188,2024-12-26 22:00:23.000,2024-12-26 22:00:50.000
1,10967,3926735755694,2024-12-26 22:00:50.000,2024-12-26 22:01:02.000
1,10968,3926735758955,2024-12-26 22:01:02.000,2024-12-26 22:18:48.000
1,10969,3926735763029,2024-12-26 22:18:48.000,2024-12-26 22:43:09.000
1,10970,3926735767859,2024-12-26 22:43:09.000,2024-12-27 00:43:11.000
1,10971,3926735785957,2024-12-27 00:43:11.000,2024-12-27 00:44:32.000
1,10972,3926735786232,2024-12-27 00:44:32.000,2024-12-27 02:43:10.000
1,10973,3926735804358,2024-12-27 02:43:10.000,2024-12-27 06:43:12.000
1,10974,3926735840350,2024-12-27 06:43:12.000,2024-12-27 10:43:12.000
1,10975,3926735875430,2024-12-27 10:43:12.000,2024-12-27 14:43:09.000
1,10976,3926735910284,2024-12-27 14:43:09.000,2024-12-27 18:43:10.000
1,10977,3926735945298,2024-12-27 18:43:10.000,2024-12-27 22:00:19.000
1,10978,3926735979618,2024-12-27 22:00:19.000,2024-12-27 22:00:48.000
1,10979,3926735982515,2024-12-27 22:00:48.000,2024-12-27 22:00:59.000
1,10980,3926735986192,2024-12-27 22:00:59.000,2024-12-27 22:19:53.000
1,10981,3926735990272,2024-12-27 22:19:53.000,2024-12-27 22:43:10.000
1,10982,3926735994827,2024-12-27 22:43:10.000,2024-12-28 00:43:15.000
1,10983,3926736012781,2024-12-28 00:43:15.000,2024-12-28 00:44:22.000
1,10984,3926736013024,2024-12-28 00:44:22.000,2024-12-28 02:43:11.000
1,10985,3926736031028,2024-12-28 02:43:11.000,2024-12-28 06:00:17.000
1,10986,3926736065018,2024-12-28 06:00:17.000,2024-12-28 06:00:46.000
1,10987,3926736068182,2024-12-28 06:00:46.000,2024-12-28 06:43:12.000
1,10988,3926736077365,2024-12-28 06:43:12.000,2024-12-28 10:00:30.000
1,10989,3926736108943,2024-12-28 10:00:30.000,2024-12-28 10:43:11.000
1,10990,3926736117568,2024-12-28 10:43:11.000,2024-12-28 14:00:46.000
1,10991,3926736150873,2024-12-28 14:00:46.000,2024-12-28 14:43:14.000
1,10992,3926736157423,2024-12-28 14:43:14.000,2024-12-28 18:00:51.000
1,10993,3926736189998,2024-12-28 18:00:51.000,2024-12-28 18:43:08.000
1,10994,3926736196608,2024-12-28 18:43:08.000,2024-12-28 22:01:05.000
1,10995,3926736231269,2024-12-28 22:01:05.000,2024-12-28 22:01:08.000
1,10996,3926736232648,2024-12-28 22:01:08.000,2024-12-28 22:21:00.000
1,10997,3926736236788,2024-12-28 22:21:00.000,2024-12-28 22:43:09.000
1,10998,3926736241281,2024-12-28 22:43:09.000,2024-12-29 00:43:12.000
1,10999,3926736259233,2024-12-29 00:43:12.000,2024-12-29 00:44:01.000
1,11000,3926736259439,2024-12-29 00:44:01.000,2024-12-29 02:43:10.000
1,11001,3926736277623,2024-12-29 02:43:10.000,2024-12-29 06:00:14.000
1,11002,3926736311746,2024-12-29 06:00:14.000,2024-12-29 06:00:43.000
1,11003,3926736316202,2024-12-29 06:00:43.000,2024-12-29 06:43:10.000
1,11004,3926736324465,2024-12-29 06:43:10.000,2024-12-29 10:01:37.000
1,11005,3926736357210,2024-12-29 10:01:37.000,2024-12-29 10:43:10.000
1,11006,3926736364243,2024-12-29 10:43:10.000,2024-12-29 14:01:48.000
1,11007,3926736397628,2024-12-29 14:01:48.000,2024-12-29 14:43:09.000
1,11008,3926736403931,2024-12-29 14:43:09.000,2024-12-29 18:01:58.000
1,11009,3926736436788,2024-12-29 18:01:58.000,2024-12-29 18:43:11.000
1,11010,3926736443443,2024-12-29 18:43:11.000,2024-12-29 22:02:08.000
1,11011,3926736476543,2024-12-29 22:02:08.000,2024-12-29 22:02:12.000
1,11012,3926736478169,2024-12-29 22:02:12.000,2024-12-29 22:22:06.000
1,11013,3926736482089,2024-12-29 22:22:06.000,2024-12-29 22:43:12.000
1,11014,3926736486309,2024-12-29 22:43:12.000,2024-12-30 00:43:13.000
1,11015,3926736504410,2024-12-30 00:43:13.000,2024-12-30 00:44:41.000
1,11016,3926736504708,2024-12-30 00:44:41.000,2024-12-30 02:43:11.000
1,11017,3926736522547,2024-12-30 02:43:11.000,2024-12-30 06:43:09.000
1,11018,3926736557891,2024-12-30 06:43:09.000,2024-12-30 10:43:09.000
1,11019,3926736592900,2024-12-30 10:43:09.000,2024-12-30 14:43:09.000
1,11020,3926736627573,2024-12-30 14:43:09.000,2024-12-30 18:43:09.000
1,11021,3926736662577,2024-12-30 18:43:09.000,2024-12-30 22:00:18.000
1,11022,3926736696908,2024-12-30 22:00:18.000,2024-12-30 22:00:52.000
1,11023,3926736699942,2024-12-30 22:00:52.000,2024-12-30 22:01:15.000
1,11024,3926736703504,2024-12-30 22:01:15.000,2024-12-30 22:23:11.000
1,11025,3926736707811,2024-12-30 22:23:11.000,2024-12-30 22:43:08.000
1,11026,3926736711992,2024-12-30 22:43:08.000,2024-12-31 00:43:12.000
1,11027,3926736729930,2024-12-31 00:43:12.000,2024-12-31 00:43:57.000
1,11028,3926736730134,2024-12-31 00:43:57.000,2024-12-31 02:43:09.000
1,11029,3926736747988,2024-12-31 02:43:09.000,2024-12-31 06:43:13.000
1,11030,3926736783522,2024-12-31 06:43:13.000,2024-12-31 10:43:09.000
1,11031,3926736818452,2024-12-31 10:43:09.000,2024-12-31 14:43:08.000
1,11032,3926736853115,2024-12-31 14:43:08.000,2024-12-31 18:00:04.000
1,11033,3926736881966,2024-12-31 18:00:04.000,2024-12-31 18:43:10.000
1,11034,3926736888213,2024-12-31 18:43:10.000,2024-12-31 21:45:11.000
1,11035,3926736915227,2024-12-31 21:45:11.000,2024-12-31 22:00:30.000
1,11036,3926736923784,2024-12-31 22:00:30.000,2024-12-31 22:01:02.000
1,11037,3926736928310,2024-12-31 22:01:02.000,2024-12-31 22:24:17.000
1,11038,3926736933235,2024-12-31 22:24:17.000,2024-12-31 22:43:12.000
1,11039,3926736937214,2024-12-31 22:43:12.000,2025-01-01 00:43:13.000
1,11040,3926736955202,2025-01-01 00:43:13.000,2025-01-01 00:44:02.000
1,11041,3926736955412,2025-01-01 00:44:02.000,2025-01-01 02:43:10.000
1,11042,3926736973530,2025-01-01 02:43:10.000,2025-01-01 06:43:08.000
1,11043,3926737009405,2025-01-01 06:43:08.000,2025-01-01 10:01:36.000
1,11044,3926737038551,2025-01-01 10:01:36.000,2025-01-01 10:43:11.000
1,11045,3926737044471,2025-01-01 10:43:11.000,2025-01-01 14:43:10.000
1,11046,3926737079214,2025-01-01 14:43:10.000,2025-01-01 17:10:07.000
1,11047,3926737100970,2025-01-01 17:10:07.000,2025-01-01 18:43:09.000
1,11048,3926737115436,2025-01-01 18:43:09.000,2025-01-01 22:00:02.000
1,11049,3926737144742,2025-01-01 22:00:02.000,2025-01-01 22:00:46.000
1,11050,3926737151600,2025-01-01 22:00:46.000,2025-01-01 22:19:22.000
1,11051,3926737159260,2025-01-01 22:19:22.000,2025-01-01 22:43:11.000
1,11052,3926737162603,2025-01-01 22:43:11.000,2025-01-02 00:43:11.000
1,11053,3926737180435,2025-01-02 00:43:11.000,2025-01-02 00:44:54.000
1,11054,3926737180765,2025-01-02 00:44:54.000,2025-01-02 02:43:10.000
1,11055,3926737198569,2025-01-02 02:43:10.000,2025-01-02 06:43:10.000
1,11056,3926737234167,2025-01-02 06:43:10.000,2025-01-02 10:43:11.000
1,11057,3926737269045,2025-01-02 10:43:11.000,2025-01-02 14:43:09.000
1,11058,3926737303756,2025-01-02 14:43:09.000,2025-01-02 18:26:18.000
1,11059,3926737336446,2025-01-02 18:26:18.000,2025-01-02 18:43:09.000
1,11060,3926737339742,2025-01-02 18:43:09.000,2025-01-02 22:00:17.000
1,11061,3926737373584,2025-01-02 22:00:17.000,2025-01-02 22:00:48.000
1,11062,3926737378169,2025-01-02 22:00:48.000,2025-01-02 22:00:58.000
1,11063,3926737380582,2025-01-02 22:00:58.000,2025-01-02 22:43:11.000
1,11064,3926737387208,2025-01-02 22:43:11.000,2025-01-03 00:43:14.000
1,11065,3926737405153,2025-01-03 00:43:14.000,2025-01-03 00:44:32.000
1,11066,3926737405416,2025-01-03 00:44:32.000,2025-01-03 02:43:09.000
1,11067,3926737423435,2025-01-03 02:43:09.000,2025-01-03 06:43:11.000
1,11068,3926737459370,2025-01-03 06:43:11.000,2025-01-03 10:43:10.000
1,11069,3926737494046,2025-01-03 10:43:10.000,2025-01-03 14:43:10.000
1,11070,3926737528617,2025-01-03 14:43:10.000,2025-01-03 18:27:24.000
1,11071,3926737561897,2025-01-03 18:27:24.000,2025-01-03 18:43:09.000
1,11072,3926737565207,2025-01-03 18:43:09.000,2025-01-03 22:00:21.000
1,11073,3926737599455,2025-01-03 22:00:21.000,2025-01-03 22:00:40.000
1,11074,3926737602452,2025-01-03 22:00:40.000,2025-01-03 22:00:54.000
1,11075,3926737606750,2025-01-03 22:00:54.000,2025-01-03 22:43:09.000
1,11076,3926737613517,2025-01-03 22:43:09.000,2025-01-04 00:43:14.000
1,11077,3926737631450,2025-01-04 00:43:14.000,2025-01-04 00:44:35.000
1,11078,3926737631720,2025-01-04 00:44:35.000,2025-01-04 02:43:10.000
1,11079,3926737650199,2025-01-04 02:43:10.000,2025-01-04 06:00:16.000
1,11080,3926737682701,2025-01-04 06:00:16.000,2025-01-04 06:43:09.000
1,11081,3926737693285,2025-01-04 06:43:09.000,2025-01-04 10:08:15.000
1,11082,3926737726632,2025-01-04 10:08:15.000,2025-01-04 10:43:08.000
1,11083,3926737732936,2025-01-04 10:43:08.000,2025-01-04 14:08:24.000
1,11084,3926737766668,2025-01-04 14:08:24.000,2025-01-04 14:43:11.000
1,11085,3926737773037,2025-01-04 14:43:11.000,2025-01-04 18:08:35.000
1,11086,3926737806179,2025-01-04 18:08:35.000,2025-01-04 18:28:32.000
1,11087,3926737812658,2025-01-04 18:28:32.000,2025-01-04 18:43:08.000
1,11088,3926737815244,2025-01-04 18:43:08.000,2025-01-04 22:08:45.000
1,11089,3926737850622,2025-01-04 22:08:45.000,2025-01-04 22:08:58.000
1,11090,3926737853917,2025-01-04 22:08:58.000,2025-01-04 22:09:05.000
1,11091,3926737856366,2025-01-04 22:09:05.000,2025-01-04 22:43:09.000
1,11092,3926737861476,2025-01-04 22:43:09.000,2025-01-05 00:43:12.000
1,11093,3926737879421,2025-01-05 00:43:12.000,2025-01-05 00:44:42.000
1,11094,3926737879816,2025-01-05 00:44:42.000,2025-01-05 02:43:10.000
1,11095,3926737897719,2025-01-05 02:43:10.000,2025-01-05 06:00:16.000
1,11096,3926737932093,2025-01-05 06:00:16.000,2025-01-05 06:43:10.000
1,11097,3926737940884,2025-01-05 06:43:10.000,2025-01-05 10:09:18.000
1,11098,3926737973684,2025-01-05 10:09:18.000,2025-01-05 10:43:08.000
1,11099,3926737981239,2025-01-05 10:43:08.000,2025-01-05 14:09:33.000
1,11100,3926738014982,2025-01-05 14:09:33.000,2025-01-05 14:43:08.000
1,11101,3926738020829,2025-01-05 14:43:08.000,2025-01-05 18:09:40.000
1,11102,3926738054389,2025-01-05 18:09:40.000,2025-01-05 18:29:39.000
1,11103,3926738061052,2025-01-05 18:29:39.000,2025-01-05 18:43:09.000
1,11104,3926738063475,2025-01-05 18:43:09.000,2025-01-05 22:09:54.000
1,11105,3926738097656,2025-01-05 22:09:54.000,2025-01-05 22:10:05.000
1,11106,3926738101274,2025-01-05 22:10:05.000,2025-01-05 22:10:10.000
1,11107,3926738103395,2025-01-05 22:10:10.000,2025-01-05 22:43:11.000
1,11108,3926738108338,2025-01-05 22:43:11.000,2025-01-06 00:43:14.000
1,11109,3926738126434,2025-01-06 00:43:14.000,2025-01-06 00:44:40.000
1,11110,3926738126730,2025-01-06 00:44:40.000,2025-01-06 02:43:12.000
1,11111,3926738144549,2025-01-06 02:43:12.000,2025-01-06 06:43:09.000
1,11112,3926738179862,2025-01-06 06:43:09.000,2025-01-06 10:43:10.000
1,11113,3926738214988,2025-01-06 10:43:10.000,2025-01-06 14:43:11.000
1,11114,3926738250443,2025-01-06 14:43:11.000,2025-01-06 18:00:45.000
1,11115,3926738279923,2025-01-06 18:00:45.000,2025-01-06 18:43:09.000
1,11116,3926738287084,2025-01-06 18:43:09.000,2025-01-06 22:00:21.000
1,11117,3926738321649,2025-01-06 22:00:21.000,2025-01-06 22:00:55.000
1,11118,3926738324993,2025-01-06 22:00:55.000,2025-01-06 22:01:14.000
1,11119,3926738329510,2025-01-06 22:01:14.000,2025-01-06 22:43:09.000
1,11120,3926738335721,2025-01-06 22:43:09.000,2025-01-07 00:43:13.000
1,11121,3926738353540,2025-01-07 00:43:13.000,2025-01-07 00:44:28.000
1,11122,3926738353802,2025-01-07 00:44:28.000,2025-01-07 02:43:13.000
1,11123,3926738371827,2025-01-07 02:43:13.000,2025-01-07 06:43:11.000
1,11124,3926738407248,2025-01-07 06:43:11.000,2025-01-07 09:45:56.000
1,11125,3926738433758,2025-01-07 09:45:56.000,2025-01-07 10:43:11.000
1,11126,3926738442363,2025-01-07 10:43:11.000,2025-01-07 14:43:09.000
1,11127,3926738477623,2025-01-07 14:43:09.000,2025-01-07 17:00:50.000
1,11128,3926738497744,2025-01-07 17:00:50.000,2025-01-07 18:01:53.000
1,11129,3926738507651,2025-01-07 18:01:53.000,2025-01-07 18:43:09.000
1,11130,3926738514527,2025-01-07 18:43:09.000,2025-01-07 22:00:12.000
1,11131,3926738547726,2025-01-07 22:00:12.000,2025-01-07 22:00:43.000
1,11132,3926738551410,2025-01-07 22:00:43.000,2025-01-07 22:43:12.000
1,11133,3926738562540,2025-01-07 22:43:12.000,2025-01-08 00:43:13.000
1,11134,3926738580350,2025-01-08 00:43:13.000,2025-01-08 00:43:58.000
1,11135,3926738580551,2025-01-08 00:43:58.000,2025-01-08 01:25:06.000
1,11136,3926738587771,2025-01-08 01:25:06.000,2025-01-08 01:25:59.000
1,11137,3926738588004,2025-01-08 01:25:59.000,2025-01-08 01:26:22.000
1,11138,3926738588119,2025-01-08 01:26:22.000,2025-01-08 01:28:22.000
1,11139,3926738588530,2025-01-08 01:28:22.000,2025-01-08 01:31:50.000
1,11140,3926738589162,2025-01-08 01:31:50.000,2025-01-08 02:43:11.000
1,11141,3926738600512,2025-01-08 02:43:11.000,2025-01-08 06:43:12.000
